Strain,Penicillin,Ampicillin,Ceftiofur,Enrofloxacin,Tetracycline,Doxycycline,Erythromycin,Tilmicosin,Gentamicin,Spectinomycin,Trimethoprim-Sulfa,Chloramphenicol,Florfenicol
Strain_001,84.24153992421002,247.6822014086805,0.863353858922651,1.7800752156599031,20.921613260660234,91.80782041423888,6.541295297973244,1.0642477767708687,1.2870641220841639,16.484473503131028,0.032169502314594145,8.308922421441343,0.769188519866673
Strain_002,40.07318590523926,0.07223682617844752,6.262025877400558,2.382782995404443,10.198123694789777,0.05605926845492624,5.815040487493567,4.92218759658533,4.885754007947337,7.186750820726415,13.871800823391995,44.165777250758474,0.35543788369187046
Strain_003,52.91637512055522,2.7843177627169546,0.06257618986458074,0.05296422713792924,0.6351186953861532,36.8517366287803,18.37729026625368,38.10727497881825,3.304650576595344,1.65013833424798,0.11800196975556598,0.6014454492786018,1.5607633005721842
Strain_004,0.06943493802275007,0.2281343170662997,6.853917483181664,23.647577358052548,252.21628994835132,140.11555417487253,10.220172161576569,1.391098611766159,9.648507151783251,37.10318254695389,0.09077069928584328,1.2559365369703759,60.43991444756523
Strain_005,0.9929743628944125,5.405168248642867,6.237646053007161,0.16473183474684838,0.8173697413066762,0.6366828256946349,0.03957017376615824,0.03886170289712027,56.18299263520953,0.366001262379155,3.328850225835953,0.461189782694024,150.00119526812895
Strain_006,0.3232803817234472,1.5005990662212239,81.31746050601106,61.61186784023484,0.1671619538813583,43.24205039306728,1.9405014721187166,2.4260265465841724,0.10404212250415863,0.06460634542174071,22.057708098170494,2.7396564281844795,1.601095246561882
Strain_007,22.37176184584389,30.945713632185647,0.1308337070817257,7.636581393652727,0.10581404729626231,27.24417913897354,11.635142955673258,173.16338218548265,0.05817141519138435,0.052254944843992415,0.39733615242646503,0.33037441916580634,0.28931727787447786
Strain_008,109.99617504286745,0.2960885482760956,0.3623225340372168,29.286774618792304,1.7982803485585221,34.23113540391276,0.05631878609123371,2.5287519332828365,0.0423051409752,0.054958698317162186,110.1775817926697,0.10959013368426561,3.7880854361129885
Strain_009,1.2694845471309517,0.7147265277482455,103.81229391237514,0.03804113649212155,12.374222029136995,184.07216156604815,4.864145501994306,144.87772696510763,0.050044399337009396,1.3606661633255244,0.32579836806964163,22.63796773649103,216.2958502484364
Strain_010,0.315320486743452,11.347242298087915,0.18624443530971294,5.095745794778322,2.0436134372499417,198.9234138460277,7.520635338715867,0.728793924335251,0.08736778369474535,0.12210623493280869,0.2380142885153039,0.29990273774587195,66.62578642782383
Strain_011,4.910589574803536,3.4920684731023903,0.0878992907263168,72.59589231358783,21.06222495657928,0.057499319998231366,18.40283672374458,4.187231914188613,0.06526392184039383,1.9424915729828827,2.464084503357823,0.13918436104565352,156.9407196975858
Strain_012,66.24225265251278,12.971652586239921,2.0136909631516526,1.2771713015813588,11.024605088734814,4.259293959208982,0.05477078531730054,3.1657217020325694,44.732361697795014,1.9590013730228462,0.04990871288079927,37.31326221081014,0.1918072512973282
Strain_013,0.3213173644972366,0.1378510913954932,0.6125059837173946,28.59655741236468,3.368289574942255,0.19798411179883948,85.14152441671561,86.49615603145546,79.75591014343706,0.26875262439907377,1.822743395813026,223.61381787193133,32.81224025387411
Strain_014,0.039917812574538816,0.05623685348100496,2.0435929991813233,112.97522939787802,4.008669210673449,2.7732210270446296,0.08083691636633726,11.616804447533548,51.53001430231844,0.9629014782049203,33.89390745052982,185.87597513887604,0.1960052182232143
Strain_015,3.4901407187482283,0.4154634462926737,39.59118783673269,5.691124563113039,9.510831180799515,41.4380461548295,1.1077375748205684,119.11166429744763,3.8089022777674937,0.12971459287685908,16.526261958816175,39.73662822874531,0.5425777537214502
Strain_016,70.68490943718385,109.88588806537315,0.378865672984708,220.6749629529417,0.11104758047479905,0.19293726011855838,0.16435906232189149,98.487329702331,11.359309068071267,0.12305333657198292,1.6519894103777344,7.993760371987869,0.06629450504768783
Strain_017,88.73385791275477,43.61782602717082,2.9642930026921994,190.36784430620125,1.3480674944760433,221.84898578766973,12.843441980233333,9.51844927733602,0.1394107424277766,88.34403720156583,1.4715799682166784,0.13481325678192818,0.03500968180401069
Strain_018,4.84609903250367,3.6205154005131006,20.41555794240216,95.23069055859246,0.0639144346093985,22.776187572986448,0.16914767749580675,71.32330695884112,50.13776148928218,4.084951118417893,18.806459685738343,0.530914508208171,2.1812916612583795
Strain_019,51.31396746530307,1.9594483750889358,0.785333556944029,2.6847017306783902,54.464349001527786,0.6406927701943052,0.1495708262781994,19.109024998212547,53.3611097419169,0.0773897988918431,0.27137570348178525,0.11231603892331893,0.7185887979755856
Strain_020,1.808210611738933,26.62560459957939,11.0419158271258,8.409799336546202,0.7478777178754071,61.34263311534053,2.1836371944148993,212.0652163267315,9.47317343656978,0.09749294547043783,13.835552071754572,0.5849366133363374,15.160585402658956
Strain_021,0.0585306019476084,0.1510877588791454,69.77239086961092,0.24204282632737845,58.954687766004106,0.38704927449925325,10.249380669516245,16.26791503272802,3.1700636129395323,0.4893839855706606,0.21232952379846667,0.04214372390020697,0.4834046366551274
Strain_022,11.244255818533052,146.82589683415216,80.20711243223066,31.099987490884914,38.04976035579036,12.508212638754957,0.32617749459381207,110.9322781065328,13.173073225701026,4.8761016541548035,0.08495620307223553,1.7553054087557534,1.9788435090122947
Strain_023,75.54827574968036,4.30623443283557,0.9627326586383895,207.70674706166292,0.08475061885901698,1.4074947763782408,0.04563614621183471,24.568767309622107,122.3605917286457,0.3897133569706471,71.42918713327354,0.43492453329930214,114.56417004257352
Strain_024,27.886688984784627,44.13306681830231,0.036755022698241824,183.10592209483661,21.80705276333949,0.4869225566551126,55.02939807785621,0.39495921267604966,81.33474711503662,0.08618287730518111,17.727506339337694,4.081445509662099,0.07458080154453174
Strain_025,0.27635981711713714,0.03494554777781638,2.1346263378896166,0.47186575862293384,6.862086423777801,0.45504827170365986,0.4661765854893649,25.307824362417026,0.04822272097333124,106.71616651571227,67.62244931351651,12.830103308001515,6.5517504693689395
Strain_026,97.00132008141361,0.166004278903488,0.0636630068561355,0.27048719611598404,40.21098086610741,0.04270987445535405,5.964862393748459,245.68870265529787,69.7465146568604,3.431392023092749,0.0554500211436452,56.01944118765726,6.9005942512732
Strain_027,0.08802938273197114,0.07280315096385995,113.38992533508203,12.992466357411578,54.975937301246816,86.02748186110111,5.400303825007605,3.3099342817336916,1.5110551685326887,0.5434825582358983,1.5688935749266917,33.36897633901946,7.086162762551471
Strain_028,97.19449979673921,1.6981220885469828,7.423834369344176,9.234271756096975,6.462368907830891,17.560220434500717,0.26547264024618206,3.1617627329371087,0.07993230132076068,0.9990627911098423,2.5309375187467,11.149563876857039,163.92631793001178
Strain_029,7.005382693809303,25.399371799901818,2.99272304391561,9.46992111423303,0.05921550576463224,0.30930253247669914,0.8145584957899825,2.2075002711544376,0.04715104944039997,0.1103618360102803,0.37855793162457974,198.07801910343377,0.6187854128093375
Strain_030,2.4058284201268134,0.18291816614068665,7.674862606724897,0.3919881106016141,0.20178677367473521,3.2839773342816687,0.03283948673912103,0.03348438833218808,0.22498403229108405,0.0435065887295173,0.08271740885051798,0.6621309355216893,43.219600587780704
Strain_031,5.413765372273007,3.1704342051424423,0.4399326867305972,138.40942270775835,1.1182133980672042,0.06849801391826524,8.12216710521868,0.08716538363130023,0.7012014363373088,3.0237842454306447,82.41830113257636,2.6686415642087766,17.50098185365759
Strain_032,239.95480740714572,0.10219231116222798,0.37151949766633563,1.0939061599614037,1.3983895617313902,1.268632299101646,111.34886429940534,19.45979191264588,7.478597726787025,0.5076286259020598,52.31943278057301,170.75531196979034,51.11155833774419
Strain_033,0.03169384200331688,9.668002273638596,0.049540765065802565,0.31839594433350027,0.05343101021426097,7.206710480922578,15.196517850099477,0.08767682068695962,0.9930274335649591,1.9066957026378824,0.8691573471768184,0.09299680785356179,1.3625614284144127
Strain_034,27.195850169928743,0.059255777646618525,0.06436142965317584,0.76420245309052,151.42233927963125,12.919196204971355,14.149796865321651,0.8150496668224844,6.577732259081157,0.03423712554557038,9.641439777123745,117.19200323256284,7.799897084376316
Strain_035,82.0301132466476,21.283296554910137,0.09260663762338174,106.29227904923914,0.05686835868802045,3.8412534115360555,0.1124832905441709,0.034726623168765125,1.4009887604366826,0.44612787526867353,2.4932134822469743,5.670981805152183,0.04634662003266235
Strain_036,0.09466945563311356,4.797727286139251,0.688331572929554,22.30438305360537,11.15633635903901,63.683897121756836,16.026713951338028,1.5043121956256786,13.440976883095521,0.37370072437277246,0.4938262678285554,38.234605380117294,1.7452741965945116
Strain_037,41.61248172717863,51.678448678291105,70.92932876012635,120.78169933202854,1.5186694250034165,0.5529682829721935,5.932267713515635,0.8859158074855422,7.032141830839618,18.033608656912854,15.447112098250809,0.9133169614138119,0.14055265606125467
Strain_038,1.5124436583399454,0.11294747101229462,95.09261884893444,0.7053479334317264,0.12569304376068732,0.03930402518244061,10.524581936278922,9.711742209542304,0.6726156096549558,0.05963299287041615,1.2528169472270427,0.5161375276153074,13.953627460937527
Strain_039,7.336694654108472,0.8349249728436112,0.22261199017106628,229.83704831085464,1.8686819921288222,15.42891883626717,0.11088903179800463,2.4840015875031725,0.040050869065597,2.970933952877913,185.10836641796578,0.9963242674632219,0.044407530742987554
Strain_040,0.041303999098571686,1.0308453264858686,0.1321569474410355,0.03856877813922152,28.45828823588607,1.9463877094601643,0.423426079652293,104.04626590660669,0.08899119949750348,172.08109219348336,0.5290834978872773,93.65263880277578,7.151557109269337
Strain_041,53.71286150179725,221.65485026062808,0.42023571719022756,180.3632136200606,1.0448273981079332,1.0081111839753647,0.671301306489612,4.107609103376599,0.12533711199660302,4.58922108380507,4.11862438977023,29.95497166803198,57.18042766730824
Strain_042,1.6537458705536672,0.47642870425482325,0.3233915000890277,0.18050489635852557,0.052534849220418844,0.6838840867272938,0.3568080322183188,189.1551198807882,4.757536553745098,0.7142997430128458,5.840447091406801,0.10954208247159124,1.7083087459913198
Strain_043,8.821635667171735,2.5591625988490128,1.16725875417587,242.19563530216732,87.0692811891384,8.599647089842257,5.285008146274439,8.38950818004142,0.191717960347221,1.0994566046709464,0.04459339740348733,2.269065865121269,4.167896902602821
Strain_044,0.24328960237934447,185.12744934922685,113.21410830121279,20.935247385044164,3.8212010706570805,79.31924693468396,0.10142466691091383,38.763510518996696,0.09623267093980876,40.07800006357519,0.3750041294158251,84.57606614252933,154.61615108493362
